source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag,phot_g_mean_flux_over_error,phot_bp_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_mag,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,bp_rp,ruwe,membership_probability,hr23_ruwe,hr23_nss
661258872906952320,129.7593254704154,19.326186226770247,5.533040894904067,0.016757747,12.113306,2358.5889,12.586641,572.5569,11.485772,884.2363,1.2192434,1.1008692,0.92464536,0.848795353968709,0.92464536,0.0
661258937329286400,129.81390277269185,19.324524766300087,5.42803312040972,0.16180743,18.060472,642.81177,19.94868,17.016872,16.759829,164.2794,1.5220671,3.1888523,1.0267422,1.0,1.0267422,0.0
661259525741991808,129.65595801136394,19.257930491952507,5.52517358915049,0.05609898,16.15914,1110.5116,17.689602,95.84465,14.950156,364.0692,1.458882,2.7394457,1.040911,0.79634716004044,1.040911,0.0
661262652478166528,129.76268617414615,19.404303231649994,5.3295745319902466,0.114926025,17.346346,1003.4769,19.068306,28.232473,16.082958,208.50319,1.4961046,2.9853477,0.96084607,0.883096969236341,0.96084607,0.0
661263305313199360,129.672583012386,19.421685261726925,5.421369434601694,0.022008589,13.990094,2835.224,14.839445,639.23944,13.0872345,1042.1296,1.2985296,1.7522106,0.98769563,1.0,0.98769563,0.0
661263408392412928,129.711165292837,19.415004665806546,5.337915528714276,0.053267416,15.937424,1308.2059,17.316498,92.49716,14.772754,498.33694,1.4341234,2.543744,0.9646258,0.81266575420506,0.9646258,0.0
661264439184662016,129.9404517431362,19.366927610556758,5.462930768618199,0.021412697,10.51859,2015.3422,10.809184,702.3517,10.066867,941.9566,1.1930404,0.7423172,0.82496595,1.0,0.82496595,0.0
661264679702825344,129.9713367126089,19.40098018381767,5.392035792886547,0.081017576,16.790697,777.1828,18.365458,70.261154,15.580155,308.03812,1.4536417,2.7853022,1.0263971,1.0,1.0263971,0.0
661265229458645120,129.88213490680172,19.404825686006387,5.370187065512385,0.08203536,16.5115,858.3596,18.045,74.72425,15.3061695,350.3928,1.4540817,2.7388306,1.018451,1.0,1.018451,0.0
661268253115601792,129.9905402852347,19.541420575364736,5.403336785707,0.04485864,7.5015326,4308.64,7.605361,1891.8448,7.293408,2096.4631,1.1689532,0.31195307,1.093879,1.0,1.093879,2.0
661268940310277888,129.85390844632494,19.459287719606724,5.3890364338391805,0.028133871,10.330844,2322.1353,10.630808,798.4252,9.86649,1004.2097,1.195738,0.7643175,0.97615886,1.0,0.97615886,0.0
661269043386545536,129.86892844592822,19.473594513562976,5.4193228558734745,0.028739156,11.37276,2002.0309,11.831926,891.375,10.759586,1454.1527,1.2155448,1.07234,0.977609,1.0,0.977609,0.0
661270486498500352,129.9017236590819,19.485460838988974,5.409887366076698,0.029826581,14.428582,3236.7266,15.373278,548.03357,13.465227,1510.0538,1.3260441,1.9080505,1.0438462,1.0,1.0438462,0.0
661270898815358720,129.90186937136133,19.51207025051323,5.527403884167145,0.1359052,17.652328,854.75885,17.555208,116.00508,17.873615,40.482883,1.1364007,-0.31840706,1.0174735,0.807121186272627,1.0174735,0.0
661271238116475648,129.96164928784802,19.550519849786287,5.452470363087352,0.027811743,11.623737,1564.1526,12.014614,475.71793,11.064226,569.37177,1.2106827,0.95038795,0.8402051,1.0,0.8402051,0.0
661277461525418752,129.4440397949962,19.438285721189487,5.393650904365178,0.021162573,10.50494,1765.4673,10.793223,604.86615,10.0554,765.26184,1.1929412,0.7378235,0.9470475,1.0,0.9470475,0.0
661278767195471360,129.47854139696375,19.485970131324056,5.385875331216452,0.08866064,16.681013,879.13916,18.273724,38.13284,15.461262,278.65277,1.4617864,2.8124619,1.0392988,1.0,1.0392988,0.0
661279042073291776,129.4574574932498,19.51405260462688,5.418296385734038,0.034081046,15.009888,1340.769,16.120424,266.33206,13.962742,372.06064,1.3650242,2.1576824,1.0297942,1.0,1.0297942,0.0
661281206736808064,129.52800875749395,19.57157176220922,5.387011667639485,0.11592244,17.318144,781.3674,19.000298,36.442158,16.08265,181.62405,1.4674693,2.9176483,1.0864767,1.0,1.0864767,0.0
661282031370596608,129.76697571795424,19.522631868432704,5.343075185771333,0.019417286,13.318716,3851.6357,13.998038,767.6401,12.52634,1350.2416,1.2612166,1.4716988,0.93181366,0.737619715835037,0.93181366,0.0
661283057865715456,129.67313814491817,19.5716356129972,5.524269678082207,0.16239113,17.996151,605.6184,19.70494,16.983923,16.715876,137.31253,1.5190389,2.9890652,0.89308304,0.702490046626191,0.89308304,0.0
661283199601699328,129.72290595567327,19.57132043916701,5.454094805295824,0.022233926,13.639209,4383.3794,14.405775,700.7473,12.787073,1523.5159,1.2806783,1.6187019,0.9889895,0.993191590658958,0.9889895,0.0
661285707862587520,129.79209522665747,19.678369515924658,5.478409421280695,0.022199787,9.326675,5865.67,9.525564,2413.7014,8.978461,3143.268,1.1839222,0.5471029,0.9015118,0.948183880968224,0.9015118,0.0
661288628440350080,129.77528360460042,19.676756881213873,5.300880621877432,0.031057296,7.3830824,3530.817,7.5041075,1528.7307,7.1392407,1867.248,1.1756481,0.36486673,0.8289123,1.0,0.8289123,0.0
661289105178505344,129.76161234864063,19.724661129898816,5.4098691600477045,0.019482948,9.186539,5139.9067,9.426195,2121.8499,8.787346,3541.4795,1.1895567,0.63884926,0.8448338,0.846784103479995,0.8448338,0.0
661290758744228224,130.07523317524996,19.53193603950714,5.410258093181366,0.030780256,7.51539,2862.5107,7.576736,1514.1559,7.378975,1905.4902,1.162665,0.19776106,0.89385337,1.0,0.89385337,0.0
661291136701346304,130.11237090028794,19.544758383359664,5.383632218724936,0.04742492,6.2683663,3281.6348,6.3392134,843.0378,6.117872,1059.777,1.1629227,0.22134113,0.98319995,0.990312933966694,0.98319995,0.0
661292511090872960,130.1768363161645,19.565948691578974,5.383661986019163,0.021729957,11.173428,1600.3419,11.523209,686.2586,10.663594,826.42126,1.1986824,0.8596144,1.0787914,1.0,1.0787914,0.0
661293812462666240,130.1392620008837,19.63353310842928,5.376964969763738,0.015724488,11.963045,2399.4307,12.404102,663.82227,11.363196,834.5141,1.2145048,1.040906,0.85208446,0.936430349957024,0.85208446,0.0
661294052980833792,130.1144647293816,19.655433176448007,5.308374991789239,0.020204637,12.855571,3285.5696,13.432824,1094.6724,12.1407995,1569.6093,1.239211,1.2920246,1.0521542,0.986178010737766,1.0521542,0.0
661294705815866240,129.99975520163346,19.57785811514889,5.423246933217886,0.021989387,12.5628605,2093.633,13.079146,539.5766,11.895272,794.66223,1.2292494,1.1838741,1.0335531,0.933292913266914,1.0335531,0.0
661295324291154816,130.04016945681187,19.62135923807859,5.22770473896624,0.019066937,11.790918,1886.6443,12.1972275,510.9392,11.22191,803.88416,1.2097327,0.975317,0.8695365,0.780865104431287,0.8695365,0.0
